wrinkles_severity,acne_severity,dark_circle_severity,pigmentation,skin_type,skin_tone,redness,dark_spots,product_recommendation
4,9,7,,Dry, Dark,6,10,"['toner', 'facewash', 'moisturizer']"
,0,0,1,combination, dark ,0,3,moistrzr
9,8,,3,,medium,6,10,"['toner', 'facewash']"
,6,0,0,dry,FAIR,3,3,['moisturizer']
,5,9,1,OILY,FAIR,10,4,['toner']
7,2,8,6,combination,dark,8,0,['serum']
,,3,3,dry,fair,10,6,serumm
,10,7,10,sensitive,olive,9,4,['serum']
9,6,,2,combination, Dark,2,3,['serum']
5,4,7,4,norml,RIAF,10,4,
9,1,10,10,sensitive,,,6,['sunscreen']
1,5,6,,,BROWN,8,3,face wash
9,0,7,7,Dry, Dark,6,7,"['sunscreen', 'moisturizer', 'serum']"
1,2,8,0,OILY, arDk,7,,
6,10,4,3,norml,OLIVE,,9,"['toner', 'facewash']"
9,9,5,10,DRY,dark,0,4,"['sunscreen', 'moisturizer']"
3,3,,8,dry,medum,7,10,['moisturizer']
7,4,5,1,norml,,10,2,['sunscreen']
4,1,,3,normal,fair,,4,['facewash']
9,3,1,10,OILY,,4,4,"['sunscreen', 'serum']"
10,6,0,3,OILY,medium,10,,
7,7,0,4, COMBINATION,dark,9,0,['serum']
0,1,1,8,sensitive,,3,2,['sunscreen']
10,0,1,5,combination,olive,8,4,['serum']
3,4,8,6, COMBINATION,akrD ,7,3,['sunscreen']
10,,5,4,combination,brown,6,,['serum']
2,4,8,6,oily,BROWN,3,6,['toner']
,10,1,5,sensitive, Dark,6,7,
5,7,6,1,Dry, FAIR ,5,8,
5,,6,2,rDy, brown ,,0,['toner']
9,2,7,,OILY,olive,8,9,['serum']
1,,4,2,SENSITIVE,medum,10,0,
5,9,1,8,OILY,olive,0,10,"['toner', 'facewash', 'sunscreen']"
,6,,9,etisveins,,1,5,['sunscreen']
7,1,4,10,combination,FAIR,,2,['serum']
1,10,5,2, COMBINATION,olive,1,0,"['toner', 'facewash']"
7,0,4,,,medium,5,10,
2,6,1,,COMBINATION,olive,1,4,['sunscreen']
6,10,10,2,OILY,olive,10,3,"['toner', 'facewash']"
0,2,8,9,dry,,4,7,"['sunscreen', 'moisturizer']"
1,2,6,,dry,brown,3,8,['moisturizer']
6,10,0,3,norml,medum,9,10,"['toner', 'facewash']"
5,5,9,5,,MEDUM,4,2,['sunscreen']
1,,8,2, combination ,medum,2,0,['toner']
,10,2,,niabotncoim,FAIR,7,5,face wash
,0,5,1,sensitive, DARK,5,2,
6,2,,2,sensitive,dark,6,3,['moisturizer']
7,1,7,,COMBINATION,medum,7,5,['toner']
,0,6,0,sensitive,dark,6,,['serum']
7,1,2,2, oily ,FAIR,0,4,face wash
,9,4,8,oily, FAIR ,5,5,['sunscreen']
2,,9,6,,fair,2,1,moistrzr
4,2,4,8, dry , Dark,10,9,serumm
0,3,9,4,norml,dark,1,1,['facewash']
0,7,1,2,norml,brown,1,3,['moisturizer']
0,2,4,9,sensitive,brown,0,3,['moisturizer']
5,3,6,6,dry,olive,,8,['moisturizer']
,,7,7,sensitive,medum,10,9,['sunscreen']
,3,5,10,OILY,dark,,4,['sunscreen']
0,2,,7,norml, brown ,1,2,
3,10,4,,combination,FAIR,4,7,serumm
,1,5,3, COMBINATION,medum,8,9,['moisturizer']
1,7,,,OILY,,5,10,face wash
10,9,0,,oily,MEDIUM,2,8,['serum']
4,9,9,1,OILY,FAIR,9,4,moistrzr
4,0,2,4,oily,,8,,['sunscreen']
0,7,,8,OILY,dark,5,0,['toner']
7,4,6,6,Dry,dark,6,5,"['moisturizer', 'serum']"
10,7,8,,, brown ,6,1,"['toner', 'facewash', 'serum']"
5,1,9,5,Dry,FAIR,1,0,['moisturizer']
6,2,,5,dry,brown,4,,['moisturizer']
8,5,5,1,norml, fair ,5,6,
,7,8,9,sensitive,,10,2,"['toner', 'facewash', 'sunscreen']"
9,6,6,0,OILY,olive,7,3,['serum']
4,5,2,4,,brown,9,4,
,2,2,0,yrd,brown,6,0,['toner']
6,,8,6,yrd,FAIR,4,6,serumm
8,9,5,0,dry,medum,,,"['toner', 'facewash', 'moisturizer']"
3,7,4,, Dry ,OLIVE,9,,serumm
7,7,0,4,sensitive,brown,4,7,['serum']
0,6,6,8,combination,medum,1,2,['sunscreen']
3,0,6,9,OILY,medium,2,2,['sunscreen']
2,7,8,9,normal,brown,1,9,"['toner', 'facewash']"
9,0,8,5,,brown,8,5,['serum']
1,0,7,2,OILY,,0,7,['serum']
0,7,0,8,combination, Dark,8,8,"['toner', 'facewash']"
2,3,4,5,sensitive,medum,8,10,moistrzr
3,5,0,, COMBINATION,meimdu,7,3,['sunscreen']
9,6,3,8,norml,olive,8,3,
7,5,0,6,normal,medium,0,2,
7,8,2,0,norml,medum,0,,"['toner', 'facewash', 'serum']"
4,,,5,Dry, olive ,3,6,['moisturizer']
6,8,0,4,combination, Dark,9,2,['serum']
6,3,3,0,norml,,0,9,['serum']
,1,0,7,,,5,5,moistrzr
9,9,8,,sensitive,dark,3,10,"['toner', 'facewash']"
5,7,,6,OILY,medum,7,8,"['toner', 'facewash']"
10,7,6,2,sensitive,FAIR,1,2,"['toner', 'facewash']"
,3,5,6,norml,olive,3,,
,8,5,2,oily, DARK,0,10,"['toner', 'facewash']"
9,9,4,9,norml,FAIR,9,2,"['toner', 'facewash', 'serum']"
7,9,0,10,oily,,1,2,"['toner', 'facewash', 'serum', 'sunscreen']"
2,7,4,7,norml,medium,10,10,['sunscreen']
5,1,10,3,, dark ,8,3,['moisturizer']
4,4,9,7, COMBINATION,brown,5,9,['sunscreen']
6,5,4,4,  COMBINATION ,,2,6,moistrzr
9,4,6,1,iloy,fair,8,7,moistrzr
,1,,7, oily , FAIR ,6,7,['sunscreen']
3,2,,1, COMBINATION, Dark,4,6,['facewash']
0,3,1,5, COMBINATION,medum,0,6,['moisturizer']
2,0,7,6,OILY,fair,1,6,['toner']
2,8,7,,oily,fair,6,2,['sunscreen']
0,0,,1,Dry, fair ,7,0,['moisturizer']
10,4,8,8,norml,AFIR,1,6,moistrzr
10,0,2,5,dry,brown,8,9,"['moisturizer', 'serum']"
1,6,3,1,Dry, brown ,2,5,['moisturizer']
9,,7,9,NORMAL,dark,10,8,"['sunscreen', 'serum']"
3,3,8,7,combination,,1,7,['sunscreen']
0,8,8,7,Dry,medum,,4,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
4,2,4,3,OILY,fair,0,8,serumm
9,3,2,5,combination,,0,4,['toner']
6,1,9,8,norml,BROWN,5,1,['sunscreen']
,7,0,0,dry,wobnr,0,3,
3,7,0,9,,medum,2,10,['sunscreen']
0,8,9,8,OILY,brown,6,7,"['toner', 'facewash']"
0,4,1,0,normal,brown,2,6,['sunscreen']
0,10,1,1,OILY,,3,2,['moisturizer']
2,9,4,2,, brown ,10,6,
4,3,2,3, COMBINATION,FAIR,1,0,['toner']
2,10,1,,OILY,medium,0,1,"['toner', 'facewash']"
8,4,8,7,Dry,FAIR,10,5,"['sunscreen', 'moisturizer']"
0,9,4,0,, Dark,6,9,face wash
10,7,7,6,combination,  Dark ,1,4,['serum']
3,4,9,8,combination,brown,3,7,['facewash']
7,1,5,4, COMBINATION,,1,9,moistrzr
,6,0,8,Dry,medum,9,0,"['sunscreen', 'moisturizer']"
4,,7,1, COMBINATION,fair,3,1,['sunscreen']
3,5,5,1, COMBINATION,olive,10,3,['facewash']
3,,1,2,combination, FAIR ,10,4,serumm
10,7,5,2,DRY,dark,5,6,"['moisturizer', 'serum']"
5,9,5,0,Dry, medum ,2,6,
3,,6,,combination, Dark,10,1,['sunscreen']
8,2,5,3,OILY, olive ,0,8,moistrzr
10,5,7,1,Dry,fair,6,,"['moisturizer', 'serum']"
,1,3,3,dry,brown,2,7,
6,1,2,9,normal,medum,8,4,
1,2,,3,dry,,1,1,['moisturizer']
5,7,6,3,,medum,1,8,"['toner', 'facewash']"
3,8,4,10,OILY,brown,10,6,face wash
4,1,5,6, COMBINATION,fair,10,5,['facewash']
2,9,7,2,sensitive,,4,8,"['toner', 'facewash']"
10,4,6,10,,FAIR,6,4,"['sunscreen', 'serum']"
1,4,,6, COMBINATION,FAIR,3,0,['toner']
5,2,10,4,NORML,FAIR,3,1,['serum']
6,4,6,8, COMBINATION,fair,,4,serumm
8,9,10,,sensitive,FAIR,4,4,"['toner', 'facewash']"
7,3,3,6,oily, olive ,10,,['serum']
5,5,5,9,norml,FAIR,4,4,['sunscreen']
8,7,,6, sensitive ,BROWN,7,8,"['toner', 'facewash', 'serum']"
4,2,3,9,normal,medum,5,,['toner']
10,4,8,10, dry ,,10,2,face wash
1,,6,4,,medium,0,2,face wash
2,3,9,5,dry, medum ,,0,['moisturizer']
5,8,10,0,,FAIR,7,7,['facewash']
2,8,10,10,normal,,7,2,"['toner', 'facewash']"
9,,2,4,,BROWN,8,3,face wash
,2,2,4,dry,brown,7,7,['moisturizer']
2,7,10,7,OILY,fair,2,9,
9,1,9,1,combination,brown,8,6,['serum']
5,6,7,0, oily ,medium,,2,['moisturizer']
2,5,3,3,normal, brown ,3,9,['sunscreen']
8,7,2,0,,OLIVE,0,0,"['toner', 'facewash', 'serum']"
3,5,3,10,oily,FAIR,10,2,['sunscreen']
7,7,5,8,,fair,9,,
7,5,0,3, COMBINATION,DARK,4,6,['toner']
,8,,9,OILY,BROWN,8,3,"['toner', 'facewash', 'sunscreen']"
7,2,3,,norml,fair,3,5,['serum']
8,5,0,4, COMBINATION,medum,,4,moistrzr
5,2,7,9,DRY,medum,10,3,"['sunscreen', 'moisturizer']"
3,10,4,9, COMBINATION,FAIR,8,7,['sunscreen']
6,4,,8,sensitive, FAIR ,9,9,
1,3,7,, Dry , Dark,,7,
1,1,7,9,aorlmn, fair ,8,6,face wash
7,4,0,,oily, Dark,1,2,['serum']
2,8,9,3,acontinmboi,  Dark ,1,2,['sunscreen']
2,6,7,10,nolram,,5,3,['sunscreen']
5,10,0,9,,medium,7,0,serumm
4,1,5,8,sensitive,MEDIUM,,3,['facewash']
1,2,5,7,normal, Dark,7,4,['sunscreen']
4,9,,6,oily,OLIVE,5,0,"['toner', 'facewash']"
3,5,10,,oily,fair,10,2,face wash
5,9,5,8,Dry,medum,8,1,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
3,8,3,7,sensitive, olive ,9,2,"['toner', 'facewash', 'sunscreen']"
2,8,10,9,NORML,,7,0,['sunscreen']
9,1,,,NORMAL,MEDUM,1,2,['serum']
7,10,10,5,OILY,FAIR,6,9,['serum']
9,5,0,10,,,2,0,
9,8,8,4,norml,medium,3,8,"['toner', 'facewash', 'serum']"
8,2,,2,OILY,DARK,9,1,['serum']
0,,1,7,Dry,medum,10,7,['moisturizer']
2,6,6,1,oily,MEDUM,8,2,['serum']
1,2,1,7,,fair,4,2,['sunscreen']
4,10,10,7, COMBINATION,FAIR,6,5,['sunscreen']
,9,0,, combination ,olive,9,7,"['toner', 'facewash']"
7,6,5,3,dry,BROWN,0,8,"['moisturizer', 'serum']"
0,3,2,6,, DARK,4,4,['toner']
3,0,4,3,Dry,dark,9,7,['moisturizer']
,,0,3,norml,fair,2,4,['toner']
4,4,3,7,combination, olive ,2,3,['sunscreen']
0,6,0,1, COMBINATION,  Dark ,10,6,
0,10,,5,norml,FAIR,5,,['sunscreen']
10,1,1,5, COMBINATION,,9,4,['serum']
6,6,4,7,,dark,9,5,['sunscreen']
4,3,6,3,normal,medium,4,4,
0,0,2,10,,FAIR,2,1,serumm
1,5,0,5, sensitive ,brown,4,5,serumm
4,6,0,2,norml,olive,5,0,['facewash']
10,10,6,3,,,2,9,['serum']
8,0,7,0, COMBINATION, dark ,4,9,['serum']
7,5,,10, Dry ,,,5,"['sunscreen', 'moisturizer']"
10,5,10,5,combination,FAIR,4,7,['facewash']
,6,3,, COMBINATION,medium,4,2,['sunscreen']
3,6,4,,yoli, Dark,0,5,['facewash']
10,9,5,6, Dry ,olive,0,3,"['toner', 'facewash', 'moisturizer']"
8,9,5,1,OILY,dark,3,5,['moisturizer']
3,9,6,2,OILY,olive,5,,"['toner', 'facewash']"
2,2,1,,OILY,brown,2,9,face wash
0,2,8,3,Dry,FAIR,,7,['moisturizer']
0,4,0,6,Dry, Dark,4,1,['moisturizer']
0,10,6,0,DRY,,2,10,
5,5,6,10,norml,dark,10,0,['sunscreen']
6,1,5,7,OILY,medum,4,9,['sunscreen']
2,10,7,7,dry,OLIVE,3,7,moistrzr
4,10,,2, COMBINATION,medum,6,10,serumm
10,8,8,0, COMBINATION,fair,0,,
10,4,0,3,Dry,olive,0,1,['moisturizer']
1,3,7,1,sensitive,fair,8,,['facewash']
1,0,9,9,DRY,dark,8,,"['sunscreen', 'moisturizer']"
7,2,0,10, COMBINATION,FAIR,0,9,moistrzr
1,6,5,10,Dry,FAIR,1,3,
1,0,2,3, sensitive ,olive,9,4,serumm
4,6,,,combination,,8,6,['toner']
4,8,7,9,sensitive, Dark,8,9,serumm
7,5,3,8,SENSITIVE,medum,8,9,['sunscreen']
9,8,9,2,norml,olive,10,2,face wash
10,5,5,5,,medium,4,4,['serum']
1,6,3,2,Dry,brown,7,3,
10,3,7,0,oily,brown,8,6,['facewash']
1,,5,7,dry,medium,10,4,"['sunscreen', 'moisturizer']"
5,9,7,5,,fair,8,8,['serum']
8,5,8,2,normal,BROWN,4,1,['serum']
7,10,3,5,dry,dark,5,4,"['toner', 'facewash', 'moisturizer']"
0,10,6,9, COMBINATION,FAIR,7,0,['sunscreen']
,6,3,5, COMBINATION,dark,8,4,['facewash']
7,4,1,3, dry ,olive,,6,"['moisturizer', 'serum']"
6,,6,0,Dry, fair ,0,8,['moisturizer']
5,,5,5,Dry,,0,4,['moisturizer']
8,3,2,0,dry,fair,1,2,moistrzr
3,6,5,10,OILY,,7,8,['sunscreen']
5,6,3,1,,OLIVE,8,8,['serum']
3,2,9,10,  COMBINATION ,fira,5,,['sunscreen']
0,3,0,1, COMBINATION, Dark,2,7,['toner']
9,3,3,9,NORML,medium,,6,"['sunscreen', 'serum']"
1,2,3,3,Dry,olive,9,,
9,9,5,2,Dry,dumime,10,8,"['toner', 'facewash', 'moisturizer']"
9,7,8,4, COMBINATION,medium,2,3,"['toner', 'facewash', 'serum']"
4,8,8,2,norml,olive,6,5,"['toner', 'facewash']"
,4,,1,Dry,deumm,10,6,['moisturizer']
3,1,10,5,sensitive, Dark,10,1,['toner']
9,1,6,0,COMBINATION,  Dark ,6,9,['serum']
4,0,5,,,dark,0,8,['toner']
6,0,2,4,OILY,medium,3,1,['sunscreen']
0,3,6,10,norml,brwon,3,8,['facewash']
,7,4,0,combination, Dark,8,,moistrzr
5,9,4,9, sensitive ,,7,10,['sunscreen']
2,5,5,9,norml,medum,2,6,['sunscreen']
10,3,4,8,norml, Dark,5,9,['serum']
3,7,8,9,ydr,FAIR,,1,"['toner', 'facewash']"
5,10,7,4,norml,medium,0,7,
8,0,7,9,normal,,1,3,['sunscreen']
1,1,9,2,,medum,7,3,['sunscreen']
,9,2,,DRY,fair,10,2,
1,5,5,0, dry ,fair,6,3,['moisturizer']
10,2,7,1,oily,brown,8,7,serumm
7,2,3,1,DRY,dark,1,3,"['moisturizer', 'serum']"
5,4,0,9,combination,FAIR,0,5,
2,2,6,0,  COMBINATION ,olive,0,9,moistrzr
2,7,0,9, COMBINATION,DARK,3,8,"['toner', 'facewash', 'sunscreen']"
3,9,7,6,Dry,brown,2,6,"['toner', 'facewash', 'moisturizer']"
6,9,2,1,sensitive,brown,,0,"['toner', 'facewash']"
6,3,1,1,DRY,FAIR,7,6,['moisturizer']
,4,9,7,combination,OLIVE,1,1,face wash
4,0,5,3,combination,brown,5,6,['moisturizer']
2,,7,6,normal, Dark,0,5,['moisturizer']
6,10,3,1,mrlon,medum,9,8,"['toner', 'facewash']"
6,,7,,combination, Dark,3,4,['facewash']
0,5,9,5,, FAIR ,1,10,face wash
9,5,7,,,FAIR,3,,['serum']
8,,7,7,oily,medum,6,2,['sunscreen']
9,0,4,9,TCBMONOINIA ,olive,9,1,
,1,6,10,dry,medium,2,,"['sunscreen', 'moisturizer']"
8,7,5,4,sensitive,FAIR,2,2,"['toner', 'facewash']"
6,,5,5,,medium,8,0,face wash
7,9,4,5,OILY, medum ,,,['serum']
2,5,10,10,Dry, DARK,8,5,['moisturizer']
5,0,8,3,,,1,0,['sunscreen']
2,2,4,0, dry ,brown,6,0,
3,,0,6,omlnr,brown,9,6,
2,3,5,,norml,FAIR,,3,['sunscreen']
9,10,8,8,oily,medium,8,9,"['toner', 'facewash', 'sunscreen']"
5,1,1,10,normal,brown,3,,['sunscreen']
2,5,1,0,norml,FAIR,4,7,['serum']
9,,1,9,sensitive,medum,8,7,['serum']
2,0,,,lyoi,,2,9,['sunscreen']
1,6,3,5,, Dark,4,1,['toner']
9,1,,10, sensitive ,DARK,9,,"['sunscreen', 'serum']"
7,,0,0,sensitive,medium,3,1,['serum']
0,8,2,0,normal,,1,7,"['toner', 'facewash']"
4,10,6,5,,medium,0,5,"['toner', 'facewash']"
10,6,3,,dry,medum,7,6,"['moisturizer', 'serum']"
10,1,5,5,OILY,FAIR,6,5,['serum']
1,7,3,8,sensitive,medum,7,2,['facewash']
2,7,1,8,Dry,fair,3,5,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
2,2,2,10,combination,olive,9,1,face wash
7,8,7,9, oily ,FAIR,2,6,
,9,1,3,dry,medium,5,,serumm
4,8,,3,combination,FAIR,4,3,"['toner', 'facewash']"
7,7,2,0,OILY,,5,1,moistrzr
1,2,7,2,norml,FAIR,6,9,['facewash']
9,8,7,0, combination ,medum,6,6,"['toner', 'facewash']"
7,9,4,9,OILY,olive,,8,"['toner', 'facewash', 'sunscreen']"
7,5,5,0,Dry,brown,5,3,
3,1,10,3,sensitive,brown,4,4,['serum']
4,3,0,9, COMBINATION,FAIR,7,2,['facewash']
1,8,,,,FAIR,1,8,face wash
9,8,10,,Dry,BROWN,9,,"['toner', 'facewash', 'moisturizer']"
3,9,2,5,rdy,MEDUM,2,10,['moisturizer']
8,2,1,7, COMBINATION,dark,5,7,"['sunscreen', 'serum']"
6,2,7,9, norml ,brown,0,0,moistrzr
9,,8,9,norml,fair,5,4,
1,10,8,5,ryd,medium,7,8,"['toner', 'facewash']"
8,7,9,7,normal,,2,2,['serum']
1,0,3,1,sensitive,brown,1,10,['facewash']
10,4,3,0, normal ,medium,8,3,['serum']
4,,1,7,dry,DARK,10,1,['moisturizer']
10,9,,1,DRY, Dark,1,3,serumm
3,7,5,9, dry ,medium,7,6,
9,3,1,8,combination,brown,1,0,['serum']
7,9,8,,yoli, Dark,,,"['toner', 'facewash', 'serum']"
5,10,4,0,combination,dark,1,1,"['toner', 'facewash']"
9,9,5,10,rmonla,fair,0,10,face wash
3,9,10,4,dry,medum,1,1,['moisturizer']
6,,,0, COMBINATION,,2,8,['toner']
9,0,1,7,oily,fair,6,8,['facewash']
9,3,3,,norml,medium,0,9,['serum']
8,1,0,6, dry ,medum,5,2,
0,4,9,3,oily,medium,4,0,
0,4,5,4, combination ,medium,1,8,['moisturizer']
4,10,10,4,OILY,MEDIUM,9,8,"['toner', 'facewash']"
2,4,4,1,sensitive,FRIA,10,3,['serum']
,,1,4,sensitive,FAIR,9,1,['serum']
9,8,9,5,OILY,FAIR,7,8,moistrzr
7,4,4,5,oily, medum ,0,10,['serum']
7,1,,,norml, brown ,2,1,['serum']
9,4,10,8,sensitive,fair,5,7,['serum']
7,6,4,1,oily,,9,9,['serum']
4,6,6,10,Dry,fair,1,,['moisturizer']
5,6,10,7, COMBINATION,FAIR,3,0,['sunscreen']
7,7,2,2,, Dark,4,2,"['toner', 'facewash', 'serum']"
4,,0,1,norml,fair,1,3,['serum']
8,1,10,8,OILY,lveio,6,9,['serum']
7,0,4,8,Dry,brown,3,1,face wash
5,1,2,7, COMBINATION,FAIR,2,1,serumm
5,2,0,2,OILY,FAIR,5,2,['sunscreen']
8,6,4,,norml,medium,8,4,['serum']
6,8,3,8,sensitive,rifa,0,,"['toner', 'facewash']"
1,7,4,2, Dry ,medum,1,7,"['toner', 'facewash', 'moisturizer']"
6,8,7,10,norml,,3,1,serumm
1,1,10,5,norml, medum ,6,5,['facewash']
1,3,2,10,oily,brown,3,4,['sunscreen']
6,8,,1,sieensvti,medium,7,2,"['toner', 'facewash']"
8,9,3,2,OILY, Dark,9,5,['sunscreen']
9,8,6,3,  COMBINATION ,medium,2,9,"['toner', 'facewash']"
3,2,2,8,sensitive,medum,3,8,['moisturizer']
9,4,6,4,normal, Dark,0,,['serum']
10,4,5,6,dry, FAIR ,1,9,"['moisturizer', 'serum']"
8,5,1,1,,medium,,0,face wash
8,9,10,3, dry ,ioevl,,6,face wash
0,,2,1,OILY, brown ,,4,serumm
0,1,0,5,combination, dark ,8,10,
6,4,2,7,Dry,fair,9,3,['moisturizer']
,4,5,4,norml, Dark,9,10,['serum']
6,6,0,1,normal,medum,6,7,['toner']
3,,10,9, COMBINATION, Dark,2,6,
10,2,10,6,OILY, Dark,,10,['serum']
7,,1,5,OILY,,3,7,['serum']
1,3,1,1, COMBINATION,medium,1,0,['facewash']
3,1,8,8,OILY,FAIR,10,,['sunscreen']
6,5,2,6,norml,brown,0,8,
3,5,5,10,norml,dark,2,3,serumm
10,9,2,,DRY,medum,0,,"['toner', 'facewash', 'moisturizer', 'serum']"
7,8,5,, norml , dark ,2,0,
4,2,1,2,NORML,fair,8,10,['serum']
7,2,10,1, COMBINATION,olive,4,0,['serum']
3,7,0,4,OILY,fair,,5,['toner']
6,8,,10,COMBINATION,medium,9,3,
5,9,6,6,dry,dark,7,,"['toner', 'facewash', 'moisturizer']"
7,7,7,7,vstniseei,fair,5,8,face wash
,5,4,7,sensitive,brown,,3,['sunscreen']
9,10,9,4,OILY,dark,10,,
10,3,1,1, COMBINATION, Dark,2,1,['facewash']
0,7,4,9,COMBINATION,FAIR,0,8,moistrzr
7,3,,9,SENSITIVE,,6,10,"['sunscreen', 'serum']"
10,6,0,5,OILY,medium,3,,['toner']
9,9,10,1,combination,FAIR,9,,"['toner', 'facewash']"
8,4,7,4,nmboconaiit,fair,,,['serum']
8,2,0,1,dry, olive ,5,9,['moisturizer']
9,8,2,9,normal,medum,1,10,"['toner', 'facewash', 'sunscreen']"
0,1,2,6,norml,DARK,1,4,['toner']
,6,9,7,OILY,medum,7,7,['sunscreen']
9,8,,0,sensitive,olive,9,1,"['toner', 'facewash', 'serum']"
10,5,0,,normal,medum,4,3,['serum']
10,4,0,,OILY,medium,10,5,['facewash']
6,7,1,6,sensitive, medum ,5,8,moistrzr
7,10,3,8,DRY,,0,10,"['moisturizer', 'serum']"
,,10,10,combination, FAIR ,3,1,['sunscreen']
10,1,9,0, COMBINATION,dark,4,5,
3,,4,,combination,dark,8,7,moistrzr
8,,2,0, normal ,dark,9,5,['serum']
3,10,7,1,OILY,medium,10,1,['sunscreen']
6,4,0,6,SENSITIVE,dark,6,9,['serum']
5,3,7,10,OILY,dark,1,1,face wash
1,2,5,0,norml, medium ,10,1,['sunscreen']
9,1,0,2,combination,medium,9,6,['serum']
0,6,4,8,normal,olive,1,0,['sunscreen']
8,7,9,5,DRY,IFRA,4,7,serumm
,4,,,combination,olive,3,,['moisturizer']
9,2,0,10,combination,olive,10,1,
0,7,3,2,SENSITIVE,brown,0,1,
2,2,5,9,Dry,,7,5,moistrzr
,1,6,0,OILY,dark,0,6,['serum']
8,4,10,0,NORML,,4,10,
0,,8,3,  COMBINATION , DARK,8,1,['moisturizer']
6,1,3,5,OILY, brown ,1,1,['serum']
1,2,4,8,OOAI BCMINNT, olive ,5,8,['sunscreen']
,4,10,5,stieseinv,medum,9,7,face wash
2,1,2,8,OILY, fair ,5,9,['sunscreen']
3,9,2,1,sensitive,Da rk,,8,"['toner', 'facewash']"
3,4,7,1,LOIY,rkad,10,2,serumm
5,6,3,0,Dry,medium,6,8,
0,0,0,9, COMBINATION,medum,6,10,['sunscreen']
8,2,7,8,normal,brown,2,2,moistrzr
0,1,6,2,OILY,fair,6,4,['facewash']
9,7,4,2,norml, DARK,,6,"['toner', 'facewash', 'serum']"
,6,10,9,combination,dark,8,4,
6,10,8,0,OILY,medium,3,0,"['toner', 'facewash']"
7,2,1,3, COMBINATION,dark,10,2,['serum']
,4,7,9,normal,medium,7,10,['sunscreen']
6,7,4,9,combination,brown,9,10,['sunscreen']
10,5,7,0,norml, Dark,5,5,['serum']
10,,3,0, COMBINATION,medum,10,9,moistrzr
10,7,5,2,dry,fair,2,5,"['moisturizer', 'serum']"
6,7,4,9,,,5,0,"['toner', 'facewash', 'sunscreen']"
5,8,9,3,norml,dark,9,0,['facewash']
10,8,3,1,OILY,,0,2,"['toner', 'facewash', 'serum']"
,10,9,1,dry,dark,,10,['moisturizer']
1,4,7,9, COMBINATION,FAIR,7,2,['sunscreen']
1,,2,7,OILY,fair,1,2,['sunscreen']
0,10,5,6, COMBINATION,,3,0,moistrzr
2,8,4,5, COMBINATION,olive,3,0,"['toner', 'facewash']"
4,4,4,5, COMBINATION, olive ,10,,['serum']
0,1,9,5,DRY,dark,4,4,['moisturizer']
5,9,6,8, sensitive , Dark,6,,"['toner', 'facewash']"
5,8,6,1,oily,dark,2,7,"['toner', 'facewash']"
10,8,3,8,norml,FAIR,1,10,"['toner', 'facewash', 'serum', 'sunscreen']"
4,10,1,10,norml,olive,0,4,"['toner', 'facewash', 'sunscreen']"
1,,7,1, COMBINATION,olive,6,3,serumm
0,10,2,10,,medum,0,4,['sunscreen']
7,0,8,2, COMBINATION,,4,8,['serum']
4,8,9,7, normal ,MEDIUM,,,"['toner', 'facewash', 'sunscreen']"
0,3,8,9,dry,medium,7,3,['moisturizer']
0,9,3,2,norml,medum,5,10,"['toner', 'facewash']"
4,4,,2,OILY,medum,10,5,['moisturizer']
,3,1,8, COMBINATION,medium,2,9,['sunscreen']
9,5,0,10,normal,medum,9,2,"['sunscreen', 'serum']"
7,4,7,1,Dry,medium,6,8,['moisturizer']
6,2,6,7,Dry,dark,0,2,['moisturizer']
4,5,2,3, sensitive ,medum,4,2,['moisturizer']
3,4,1,9,, fair ,8,9,['sunscreen']
7,,9,10,norml,olive,2,10,"['sunscreen', 'serum']"
1,6,7,9,norml,fair,0,5,
6,8,2,1,Dry,,4,9,
0,5,8,9,,OLIVE,8,6,face wash
10,6,,9,,ka Dr,,5,['toner']
4,4,2,,sensitive,brown,5,9,['facewash']
,6,0,2,,DARK,0,9,['toner']
,4,,2,  COMBINATION ,medum,9,9,serumm
8,0,5,8,Dry,dark,,10,"['moisturizer', 'serum']"
9,1,4,0,OILY, medium ,8,9,['toner']
9,8,5,10,combination,olive,,2,"['toner', 'facewash', 'sunscreen']"
,,3,0,sensitive,brown,6,4,['sunscreen']
7,8,4,7,norml,dark,0,0,"['toner', 'facewash', 'serum', 'sunscreen']"
6,5,4,4,DRY,medium,8,0,
7,1,6,5,OILY,medium,9,,
2,3,6,7,dry,FAIR,10,1,"['sunscreen', 'moisturizer']"
,,8,6,DRY,brown,0,5,['moisturizer']
7,4,1,4,OILY,olive,7,1,['facewash']
0,3,3,8,OILY,wborn,2,3,['sunscreen']
2,1,3,7,,fair,0,7,['serum']
7,2,9,9,OILY,MEDUM,5,3,"['sunscreen', 'serum']"
0,0,4,7,DRY,dark,0,1,"['sunscreen', 'moisturizer']"
6,7,2,10,Dry,dark,7,0,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
8,1,1,3,OILY,medium,9,2,['serum']
3,5,6,4,norml,medum,1,2,
,10,2,4,normal, Dark,10,4,"['toner', 'facewash']"
3,7,5,5,dry,olive,0,,['moisturizer']
2,5,9,10,normal,OLIVE,5,,['sunscreen']
,10,2,4,combination,,,6,['sunscreen']
